scenario_id,node,time,pressure_roll_mean,pressure_roll_std,pressure_roll_min,pressure_roll_max,pressure_lag_1,pressure_lag_3,pressure_diff_1,pressure_diff_3,pressure_delta_from_roll,pressure_delta_from_lag_1,pressure_delta_from_lag_3,future_leak_4h_horizon
0,213,0,40.25496,0.0,40.25496,40.25496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,207,3600,40.386703,0.0,40.386703,40.386703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,166,7200,48.019012,0.0,48.019012,48.019012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,105,10800,42.95039,0.0,42.95039,42.95039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,147,14400,44.026188,0.0,44.026188,44.026188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,161,18000,46.27275,0.0,46.27275,46.27275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,215,21600,41.649235,0.0,41.649235,41.649235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,199,25200,45.64417,0.0,45.64417,45.64417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,123,28800,47.256798,0.0,47.256798,47.256798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,225,32400,41.603195,0.0,41.603195,41.603195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,177,36000,44.527588,0.0,44.527588,44.527588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,209,39600,44.88146,0.0,44.88146,44.88146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,259,43200,42.112392,0.0,42.112392,42.112392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,123,46800,46.921204,0.474601586251037,46.58561,47.256798,47.256798,0.0,-0.6711880000000008,0.0,-0.3355940000000004,-0.6711880000000008,0.0,0
0,103,50400,41.202805,0.0,41.202805,41.202805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,229,54000,40.925823,0.0,40.925823,40.925823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,239,57600,40.111504,0.0,40.111504,40.111504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,111,61200,43.190704,0.0,43.190704,43.190704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,184,64800,40.691135,0.0,40.691135,40.691135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,151,68400,37.78558,0.0,37.78558,37.78558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,149,72000,42.87388,0.0,42.87388,42.87388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,179,75600,42.70114,0.0,42.70114,42.70114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,121,79200,49.706898,0.0,49.706898,49.706898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,157,82800,43.33773,0.0,43.33773,43.33773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,199,86400,44.8651775,1.1016617584869248,44.086185,45.64417,45.64417,0.0,-1.5579850000000022,0.0,-0.7789925000000011,-1.5579850000000022,0.0,0
0,206,90000,43.06847,0.0,43.06847,43.06847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,151,93600,38.647667,1.2191751273455353,37.78558,39.509754,37.78558,0.0,1.7241739999999979,0.0,0.8620870000000025,1.7241739999999979,0.0,0
0,203,97200,43.378616,0.0,43.378616,43.378616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,35,100800,42.810337,0.0,42.810337,42.810337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,219,104400,42.321026,0.0,42.321026,42.321026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,225,108000,41.5196975,0.1180832969242475,41.4362,41.603195,41.603195,0.0,-0.166995,0.0,-0.0834975,-0.166995,0.0,0
0,3,111600,10.57202,0.0,10.57202,10.57202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,115,115200,45.874657,0.0,45.874657,45.874657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,123,118800,46.943578333333335,0.3378241631564169,46.58561,47.256798,46.58561,0.0,0.40271699999999555,0.0,0.04474866666666344,0.40271699999999555,0.0,0
0,217,122400,42.388817,0.0,42.388817,42.388817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,201,126000,44.967094,0.0,44.967094,44.967094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,209,129600,44.922534999999996,0.05808882207448143,44.88146,44.96361,44.88146,0.0,0.08215000000000572,0.0,0.04107500000000641,0.08215000000000572,0.0,0
0,15,133200,35.95391,0.0,35.95391,35.95391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,61,136800,65.78578,0.0,65.78578,65.78578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,185,140400,41.276302,0.0,41.276302,41.276302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,166,144000,47.716584999999995,0.42769636502780267,47.414158,48.019012,48.019012,0.0,-0.604853999999996,0.0,-0.30242699999999445,-0.604853999999996,0.0,0
0,10,147600,1.4864023,0.0,1.4864023,1.4864023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,153,151200,28.04046,0.0,28.04046,28.04046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,141,154800,46.95967,0.0,46.95967,46.95967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,209,158400,44.77245466666667,0.2631719494652359,44.472294,44.96361,44.96361,0.0,-0.49131600000000475,0.0,-0.3001606666666703,-0.49131600000000475,0.0,0
0,239,162000,39.820312,0.41180767565454707,39.52912,40.111504,40.111504,0.0,-0.5823839999999976,0.0,-0.29119200000000234,-0.5823839999999976,0.0,0
0,166,165600,47.37499666666667,0.6644620822419639,46.69182,48.019012,47.414158,0.0,-0.7223380000000006,0.0,-0.6831766666666681,-0.7223380000000006,0.0,0
0,189,169200,43.568172,0.0,43.568172,43.568172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,105,172800,39.8225365,4.423452840816155,36.694683,42.95039,42.95039,0.0,-6.255707000000001,0.0,-3.1278535000000005,-6.255707000000001,0.0,0
0,211,176400,40.308327,0.0,40.308327,40.308327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,191,180000,40.56179,0.0,40.56179,40.56179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,164,183600,46.810005,0.0,46.810005,46.810005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,117,187200,45.88926,0.0,45.88926,45.88926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,15,190800,36.037874,0.11874302755108943,35.95391,36.121838,35.95391,0.0,0.1679279999999963,0.0,0.0839639999999946,0.1679279999999963,0.0,0
0,159,194400,46.454067,0.0,46.454067,46.454067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,109,198000,46.316807,0.0,46.316807,46.316807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,275,201600,41.996136,0.0,41.996136,41.996136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,157,205200,44.2190265,1.2463414627719447,43.33773,45.100323,43.33773,0.0,1.7625930000000025,0.0,0.8812965000000048,1.7625930000000025,0.0,0
0,249,208800,38.517258,0.0,38.517258,38.517258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,145,212400,48.20053,0.0,48.20053,48.20053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,243,216000,39.77281,0.0,39.77281,39.77281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,143,219600,48.453552,0.0,48.453552,48.453552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,123,223200,46.85717125,0.32549681976262695,46.58561,47.256798,46.988327,47.256798,-0.39037700000000086,-0.6588480000000061,-0.25922125000000307,-0.39037700000000086,-0.6588480000000061,0
0,273,226800,42.372574,0.0,42.372574,42.372574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,195,230400,41.65552,0.0,41.65552,41.65552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,105,234000,39.150632333333334,3.337339231335996,36.694683,42.95039,36.694683,0.0,1.1121410000000012,0.0,-1.3438083333333353,1.1121410000000012,0.0,0
0,1,237600,5.901382,0.0,5.901382,5.901382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,10,241200,1.41661585,0.09869294405987172,1.3468294,1.4864023,1.4864023,0.0,-0.1395728999999999,0.0,-0.06978644999999983,-0.1395728999999999,0.0,0
0,Lake,244800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,247,248400,37.9977,0.0,37.9977,37.9977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,231,252000,41.679783,0.0,41.679783,41.679783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,251,255600,33.40784,0.0,33.40784,33.40784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,191,259200,39.0465085,2.1429316481130476,37.531227,40.56179,40.56179,0.0,-3.030563000000001,0.0,-1.5152815000000004,-3.030563000000001,0.0,0
0,177,262800,43.986304000000004,0.7654911738955623,43.44502,44.527588,44.527588,0.0,-1.082568000000002,0.0,-0.5412840000000045,-1.082568000000002,0.0,0
0,143,266400,46.974736,2.091361643454334,45.49592,48.453552,48.453552,0.0,-2.957632000000004,0.0,-1.478816000000002,-2.957632000000004,0.0,0
0,267,270000,41.659176,0.0,41.659176,41.659176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,117,273600,45.890085,0.0011667261889563402,45.88926,45.89091,45.88926,0.0,0.001649999999997931,0.0,0.0008249999999989654,0.001649999999997931,0.0,0
0,171,277200,47.910336,0.0,47.910336,47.910336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,257,280800,44.942993,0.0,44.942993,44.942993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,177,284400,44.137221333333336,0.6010960764780746,43.44502,44.527588,43.44502,0.0,0.9940360000000013,0.0,0.3018346666666645,0.9940360000000013,0.0,0
0,189,288000,44.8804185,1.8557967974766265,43.568172,46.192665,43.568172,0.0,2.624493000000001,0.0,1.3122465000000005,2.624493000000001,0.0,0
0,60,291600,65.81401,0.0,65.81401,65.81401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,208,295200,39.811306,0.0,39.811306,39.811306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,271,298800,45.163815,0.0,45.163815,45.163815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,143,302400,47.47658733333333,1.7153603248767688,45.49592,48.48029,45.49592,0.0,2.9843699999999984,0.0,1.003702666666669,2.9843699999999984,0.0,0
0,247,306000,38.279087000000004,0.39794131167547375,37.9977,38.560474,37.9977,0.0,0.5627739999999974,0.0,0.28138699999999517,0.5627739999999974,0.0,0
0,197,309600,41.53326,0.0,41.53326,41.53326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,257,313200,43.661621499999995,1.812132953738357,42.38025,44.942993,44.942993,0.0,-2.5627430000000047,0.0,-1.2813714999999988,-2.5627430000000047,0.0,0
0,193,316800,40.883884,0.0,40.883884,40.883884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,183,320400,42.692844,0.0,42.692844,42.692844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,241,324000,40.07144,0.0,40.07144,40.07144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,50,327600,8.507922,0.0,8.507922,8.507922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,275,331200,41.446929999999995,0.7766945737366778,40.897724,41.996136,41.996136,0.0,-1.0984120000000033,0.0,-0.5492059999999981,-1.0984120000000033,0.0,0
0,197,334800,39.8982065,2.3123148349055946,38.263153,41.53326,41.53326,0.0,-3.270106999999996,0.0,-1.635053499999998,-3.270106999999996,0.0,0
0,187,338400,41.45894,0.0,41.45894,41.45894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,159,342000,45.5022125,1.346125543305858,44.550358,46.454067,46.454067,0.0,-1.9037089999999992,0.0,-0.951854499999996,-1.9037089999999992,0.0,0
0,259,345600,40.657545999999996,2.057462944364245,39.2027,42.112392,42.112392,0.0,-2.9096919999999997,0.0,-1.4548459999999963,-2.9096919999999997,0.0,0
0,275,349200,41.194156666666665,0.7023605232139211,40.68861,41.996136,40.897724,0.0,-0.20911399999999958,0.0,-0.5055466666666675,-0.20911399999999958,0.0,0
0,2,352800,6.535522,0.0,6.535522,6.535522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,151,356400,39.05547966666666,1.1145077428400116,37.78558,39.871105,39.509754,0.0,0.3613509999999991,0.0,0.8156253333333368,0.3613509999999991,0.0,0
0,197,360000,40.460471000000005,1.9031090488311475,38.263153,41.585,38.263153,0.0,3.321846999999998,0.0,1.1245289999999954,3.321846999999998,0.0,0
0,275,363600,41.294568999999996,0.6076216611686376,40.68861,41.996136,40.68861,41.996136,0.9071960000000061,-0.40032999999999674,0.3012370000000075,0.9071960000000061,-0.40032999999999674,0
0,255,367200,35.065105,0.0,35.065105,35.065105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,187,370800,42.468047,1.427092805285627,41.45894,43.477154,41.45894,0.0,2.0182140000000004,0.0,1.0091070000000002,2.0182140000000004,0.0,0
0,247,374400,38.29143133333333,0.28219814220744166,37.9977,38.560474,38.560474,0.0,-0.2443540000000013,0.0,0.02468866666666969,-0.2443540000000013,0.0,0
0,229,378000,40.854839,0.10038653551148824,40.783855,40.925823,40.925823,0.0,-0.14196799999999854,0.0,-0.07098399999999572,-0.14196799999999854,0.0,0
0,187,381600,42.848374,1.2050903776215305,41.45894,43.609028,43.477154,0.0,0.13187400000000338,0.0,0.7606540000000024,0.13187400000000338,0.0,0
0,111,385200,44.8742635,2.3809126779620686,43.190704,46.557823,43.190704,0.0,3.3671190000000024,0.0,1.6835595000000012,3.3671190000000024,0.0,0
0,217,388800,42.367973500000005,0.02947716038732834,42.34713,42.388817,42.388817,0.0,-0.04168700000000314,0.0,-0.020843500000005122,-0.04168700000000314,0.0,0
0,Lake,392400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,251,396000,34.191547,1.1083290683267308,33.40784,34.975254,33.40784,0.0,1.5674139999999994,0.0,0.7837069999999997,1.5674139999999994,0.0,0
0,271,399600,44.8265345,0.4769866574239766,44.489254,45.163815,45.163815,0.0,-0.6745609999999971,0.0,-0.33728049999999854,-0.6745609999999971,0.0,0
0,167,403200,47.954285,0.0,47.954285,47.954285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,123,406800,46.6544802,0.5337409891578506,45.843716,47.256798,46.59795,46.58561,-0.7542339999999967,-0.741894000000002,-0.8107642000000013,-0.7542339999999967,-0.741894000000002,0
